"","name","year","F","M","greatermale"
"59367","Lexani",2009,0,5,TRUE
"59368","Lexani",2016,326,0,FALSE
"59369","Lexanie",2010,6,0,FALSE
"59370","Lexanne",1986,5,0,FALSE
"59371","Lexanni",2009,6,0,FALSE
"59372","Lexany",2015,77,0,FALSE
"59373","Lexas",2003,29,0,FALSE
"59374","Lexcee",2000,5,0,FALSE
"59375","Lexci",2012,10,0,FALSE
"59376","Lexcie",2009,5,0,FALSE
"59377","Lexe",2003,5,0,FALSE
"59378","Lexee",2016,372,0,FALSE
"59379","Lexes",1998,36,0,FALSE
"59380","Lexey",2011,203,0,FALSE
"59381","Lexi",2016,21314,0,FALSE
"59382","Lexia",2016,713,0,FALSE
"59383","Lexiana",2016,137,0,FALSE
"59384","Lexiann",2014,32,0,FALSE
"59385","Lexianna",2016,100,0,FALSE
"59386","Lexie",2008,0,437,TRUE
"59387","Lexie",2016,14298,0,FALSE
"59388","Lexiee",2014,5,0,FALSE
"59389","Lexiel",2016,0,5,TRUE
"59390","Lexii",2016,126,0,FALSE
"59391","Lexilynn",2013,5,0,FALSE
"59392","Lexin",2016,6,21,TRUE
"59393","Lexine",2016,306,0,FALSE
"59394","Lexington",2016,858,524,FALSE
"59395","Lexis",2012,0,44,TRUE
"59396","Lexis",2016,3226,0,FALSE
"59397","Lexiss",2006,52,0,FALSE
"59398","Lexius",2003,37,0,FALSE
"59399","Lexly",2007,15,0,FALSE
"59400","Lexon",2016,0,26,TRUE
"59401","Lexsey",2006,14,0,FALSE
"59402","Lexsie",2006,5,0,FALSE
"59403","Lexsis",1998,6,0,FALSE
"59404","Lexsy",2002,5,0,FALSE
"59405","Lexton",2016,0,266,TRUE
"59406","Lexus",2013,0,263,TRUE
"59407","Lexus",2016,6346,0,FALSE
"59408","Lexx",2012,0,69,TRUE
"59409","Lexxi",2016,236,0,FALSE
"59410","Lexxie",2016,122,0,FALSE
"59411","Lexxis",2003,41,0,FALSE
"59412","Lexxus",2007,228,0,FALSE
"59413","Lexxy",2016,22,0,FALSE
"59414","Lexy",2016,2562,0,FALSE
"59415","Lexys",2010,69,0,FALSE
"59416","Leya",2016,1080,0,FALSE
"59417","Leyah",2016,912,0,FALSE
"59418","Leyan",2016,65,0,FALSE
"59419","Leyana",2016,240,0,FALSE
"59420","Leyani",2016,67,0,FALSE
"59421","Leyann",2015,8,0,FALSE
"59422","Leyanna",2016,176,0,FALSE
"59423","Leyanni",2016,5,0,FALSE
"59424","Leyat",2011,5,0,FALSE
"59425","Leycester",1921,0,5,TRUE
"59426","Leyda",2016,328,0,FALSE
"59427","Leyden",2016,0,26,TRUE
"59428","Leydi",2016,387,0,FALSE
"59429","Leydy",2009,70,0,FALSE
"59430","Leyiah",2008,6,0,FALSE
"59431","Leyka",2014,5,0,FALSE
"59432","Leyla",2016,6298,0,FALSE
"59433","Leylah",2016,544,0,FALSE
"59434","Leylan",2008,0,5,TRUE
"59435","Leyland",2016,0,192,TRUE
"59436","Leylani",2016,834,0,FALSE
"59437","Leylanie",2016,242,0,FALSE
"59438","Leylanni",2016,18,0,FALSE
"59439","Leylany",2016,113,0,FALSE
"59440","Leyli",2016,84,0,FALSE
"59441","Leyna",2016,1706,0,FALSE
"59442","Leynah",2015,5,0,FALSE
"59443","Leyni",2007,12,0,FALSE
"59444","Leyona",2015,28,0,FALSE
"59445","Leyonna",2016,58,0,FALSE
"59446","Leyre",2015,19,0,FALSE
"59447","Leysha",2014,38,0,FALSE
"59448","Leyton",2016,238,1868,TRUE
"59449","Leyver",2009,0,7,TRUE
"59450","Leza",1994,304,0,FALSE
"59451","Lezah",2012,16,0,FALSE
"59452","Lezanne",1975,6,0,FALSE
"59453","Lezer",1983,0,5,TRUE
"59454","Lezette",2001,56,0,FALSE
"59455","Lezlee",2010,483,0,FALSE
"59456","Lezley",2012,280,0,FALSE
"59457","Lezli",2010,348,0,FALSE
"59458","Lezlie",2016,2375,0,FALSE
"59459","Lezly",2014,523,0,FALSE
"59460","Lg",1922,0,5,TRUE
"59461","Lhea",1983,5,0,FALSE
"59462","Lhiam",2013,0,7,TRUE
"59463","Li",2009,251,0,FALSE
"59464","Li",2015,0,113,TRUE
"59465","Lia",1996,0,10,TRUE
"59466","Lia",2016,17091,0,FALSE
"59467","Liad",2015,0,56,TRUE
"59468","Liadan",2016,70,0,FALSE
"59469","Liah",2016,1220,0,FALSE
"59470","Liahm",2016,0,60,TRUE
"59471","Liahna",2016,164,0,FALSE
"59472","Liahona",2016,28,0,FALSE
"59473","Liala",2016,109,0,FALSE
"59474","Lialah",2009,5,0,FALSE
"59475","Liam",2016,274,173821,TRUE
"59476","Liamalexander",2016,0,11,TRUE
"59477","Liamgabriel",2014,0,7,TRUE
"59478","Liamjames",2016,0,29,TRUE
"59479","Liamm",2010,0,6,TRUE
"59480","Liammatthew",2014,0,7,TRUE
"59481","Liammichael",2014,0,7,TRUE
"59482","Lian",2016,768,1031,TRUE
"59483","Liana",2016,14374,0,FALSE
"59484","Lianabel",1991,5,0,FALSE
"59485","Lianah",2016,83,0,FALSE
"59486","Liandra",2015,181,0,FALSE
"59487","Liandro",2016,0,102,TRUE
"59488","Liane",2016,3808,0,FALSE
"59489","Lianet",2013,34,0,FALSE
"59490","Lianett",2010,6,0,FALSE
"59491","Lianette",2015,90,0,FALSE
"59492","Liang",2015,0,34,TRUE
"59493","Liani",2016,561,0,FALSE
"59494","Liann",2016,498,0,FALSE
"59495","Lianna",2016,4563,0,FALSE
"59496","Liannah",2016,65,0,FALSE
"59497","Lianne",2016,2860,0,FALSE
"59498","Liannette",2004,6,0,FALSE
"59499","Lianni",2016,84,0,FALSE
"59500","Liannie",2009,6,0,FALSE
"59501","Lianny",2016,161,0,FALSE
"59502","Liany",2016,181,0,FALSE
"59503","Lianys",2014,25,0,FALSE
"59504","Liara",2016,315,0,FALSE
"59505","Liasia",2015,20,0,FALSE
"59506","Liat",2016,455,0,FALSE
"59507","Liav",2016,0,22,TRUE
"59508","Liba",2016,622,0,FALSE
"59509","Liban",2016,0,346,TRUE
"59510","Libbey",2015,114,0,FALSE
"59511","Libbi",2015,215,0,FALSE
"59512","Libbie",2016,2418,0,FALSE
"59513","Libby",1955,0,5,TRUE
"59514","Libby",2016,15920,0,FALSE
"59515","Libera",1924,48,0,FALSE
"59516","Liberato",1998,0,166,TRUE
"59517","Libero",1925,0,97,TRUE
"59518","Liberta",1948,83,0,FALSE
"59519","Libertad",2008,51,0,FALSE
"59520","Libertee",2016,50,0,FALSE
"59521","Liberti",2016,132,0,FALSE
"59522","Libertie",2015,79,0,FALSE
"59523","Liberty",2004,0,148,TRUE
"59524","Liberty",2016,11646,0,FALSE
"59525","Libeth",1988,5,0,FALSE
"59526","Libi",2016,62,0,FALSE
"59527","Libia",2009,68,0,FALSE
"59528","Libna",2005,12,0,FALSE
"59529","Libni",2016,274,0,FALSE
"59530","Libny",2016,58,0,FALSE
"59531","Liboria",1943,90,0,FALSE
"59532","Liborio",2007,0,522,TRUE
"59533","Libra",1984,218,0,FALSE
"59534","Librada",1998,657,0,FALSE
"59535","Librado",2016,0,1259,TRUE
"59536","Libya",2011,14,0,FALSE
"59537","Lica",1960,5,0,FALSE
"59538","Licet",2007,75,0,FALSE
"59539","Licette",1989,17,0,FALSE
"59540","Lichelle",1990,124,0,FALSE
"59541","Licia",2016,724,0,FALSE
"59542","Liczy",2005,5,0,FALSE
"59543","Lida",2016,5819,0,FALSE
"59544","Liddia",2008,6,0,FALSE
"59545","Liddie",2009,1276,0,FALSE
"59546","Liddy",2016,62,0,FALSE
"59547","Lidea",2008,5,0,FALSE
"59548","Lidell",1971,0,10,TRUE
"59549","Lidia",2016,10152,0,FALSE
"59550","Lidiana",2012,51,0,FALSE
"59551","Lidie",1936,91,0,FALSE
"59552","Lidija",2000,7,0,FALSE
"59553","Lidio",1994,0,5,TRUE
"59554","Lidiya",2016,104,0,FALSE
"59555","Lido",1934,0,70,TRUE
"59556","Liduvina",1987,25,0,FALSE
"59557","Lidwina",1923,66,0,FALSE
"59558","Lidy",1922,6,0,FALSE
"59559","Lidya",2016,299,0,FALSE
"59560","Lieba",2013,16,0,FALSE
"59561","Liedson",2012,0,5,TRUE
"59562","Lief",2013,0,253,TRUE
"59563","Liel",2016,231,35,FALSE
"59564","Liela",2016,294,0,FALSE
"59565","Lielah",2012,9,0,FALSE
"59566","Lielle",2016,194,0,FALSE
"59567","Liem",2016,0,535,TRUE
"59568","Lien",2011,505,0,FALSE
"59569","Lien",2013,0,6,TRUE
"59570","Lienna",2002,5,0,FALSE
"59571","Liera",2014,6,0,FALSE
"59572","Lieren",1991,16,0,FALSE
"59573","Lierin",1991,33,0,FALSE
"59574","Lierra",2009,6,0,FALSE
"59575","Liesa",1993,392,0,FALSE
"59576","Liese",1980,144,0,FALSE
"59577","Liesel",2016,936,0,FALSE
"59578","Lieselotte",1970,20,0,FALSE
"59579","Liesha",2001,59,0,FALSE
"59580","Liesl",2016,1674,0,FALSE
"59581","Liette",2006,5,0,FALSE
"59582","Lieu",1983,12,0,FALSE
"59583","Lieutenant",1965,0,200,TRUE
"59584","Liev",2016,0,268,TRUE
"59585","Lieve",2014,5,0,FALSE
"59586","Lieza",2002,5,0,FALSE
"59587","Liezel",2016,48,0,FALSE
"59588","Liezl",1993,33,0,FALSE
"59589","Life",2014,17,34,TRUE
"59590","Ligaya",2011,60,0,FALSE
"59591","Lige",2006,0,1280,TRUE
"59592","Ligeia",1974,5,0,FALSE
"59593","Light",2014,6,0,FALSE
"59594","Light",2016,0,33,TRUE
"59595","Ligia",2012,689,0,FALSE
"59596","Ligita",1952,5,0,FALSE
"59597","Lihanna",2016,65,0,FALSE
"59598","Lihi",2013,12,0,FALSE
"59599","Liiam",2016,0,11,TRUE
"59600","Liiban",2006,0,6,TRUE
"59601","Liisa",1995,427,0,FALSE
"59602","Lija",2014,11,0,FALSE
"59603","Lijah",2002,10,0,FALSE
"59604","Lijah",2016,0,112,TRUE
"59605","Lijana",2014,6,0,FALSE
"59606","Like",1983,0,6,TRUE
"59607","Likesha",1979,12,0,FALSE
"59608","Likhita",2009,6,0,FALSE
"59609","Likhitha",2009,5,0,FALSE
"59610","Likisha",1987,67,0,FALSE
"59611","Likita",1986,32,0,FALSE
"59612","Liko",2013,0,17,TRUE
"59613","Lil",1986,126,0,FALSE
"59614","Lila",1939,0,57,TRUE
"59615","Lila",2016,63645,0,FALSE
"59616","Lilac",2016,140,0,FALSE
"59617","Lilagrace",2015,7,0,FALSE
"59618","Lilah",2016,12348,0,FALSE
"59619","Lilamae",2015,57,0,FALSE
"59620","Lilan",2015,25,0,FALSE
"59621","Lilana",2015,66,0,FALSE
"59622","Lilandra",2013,26,0,FALSE
"59623","Lilani",2014,20,0,FALSE
"59624","Lilany",2008,5,0,FALSE
"59625","Lilar",1925,6,0,FALSE
"59626","Lilarose",2015,13,0,FALSE
"59627","Lilas",2016,320,0,FALSE
"59628","Lilbern",1932,0,45,TRUE
"59629","Lilbert",1925,0,10,TRUE
"59630","Lilborn",1917,0,6,TRUE
"59631","Lilburn",1961,0,713,TRUE
"59632","Lile",1938,0,31,TRUE
"59633","Lile",2015,61,0,FALSE
"59634","Lilea",2012,22,0,FALSE
"59635","Lileah",2008,24,0,FALSE
"59636","Lileana",2014,37,0,FALSE
"59637","Lilee",2016,765,0,FALSE
"59638","Lileeann",2015,5,0,FALSE
"59639","Lileigh",2016,201,0,FALSE
"59640","Liler",1921,30,0,FALSE
"59641","Lilette",1954,7,0,FALSE
"59642","Liley",2014,70,0,FALSE
"59643","Lili",2016,3330,0,FALSE
"59644","Lilia",1988,0,5,TRUE
"59645","Lilia",2016,12014,0,FALSE
"59646","Liliah",2016,130,0,FALSE
"59647","Liliahna",2016,93,0,FALSE
"59648","Liliam",1995,16,0,FALSE
"59649","Lilian",2016,15884,0,FALSE
"59650","Liliana",2007,0,157,TRUE
"59651","Liliana",2016,49911,0,FALSE
"59652","Lilianah",2016,136,0,FALSE
"59653","Liliane",2016,589,0,FALSE
"59654","Liliani",2016,119,0,FALSE
"59655","Liliann",2016,449,0,FALSE
"59656","Lilianna",2016,5859,0,FALSE
"59657","Liliannah",2016,39,0,FALSE
"59658","Lilianne",2016,658,0,FALSE
"59659","Liliano",1985,5,0,FALSE
"59660","Liliany",2015,31,0,FALSE
"59661","Lilias",2016,52,0,FALSE
"59662","Liliauna",2016,69,0,FALSE
"59663","Lilibet",1999,28,0,FALSE
"59664","Lilibeth",2016,1364,0,FALSE
"59665","Lilica",2014,5,0,FALSE
"59666","Lilie",2016,1373,0,FALSE
"59667","Lilien",2015,23,0,FALSE
"59668","Lilienne",2016,53,0,FALSE
"59669","Lilieth",2016,5,0,FALSE
"59670","Lilija",2012,46,0,FALSE
"59671","Lilijana",2015,54,0,FALSE
"59672","Lilika",2014,16,0,FALSE
"59673","Lilikoi",2016,37,0,FALSE
"59674","Lilinoe",2016,110,0,FALSE
"59675","Liliona",2009,11,0,FALSE
"59676","Lilirose",2010,5,0,FALSE
"59677","Lilit",2016,276,0,FALSE
"59678","Lilita",1952,5,0,FALSE
"59679","Lilith",2016,4493,0,FALSE
"59680","Lilium",2015,47,0,FALSE
"59681","Liliuokalani",2011,6,0,FALSE
"59682","Liliya",2016,414,0,FALSE
"59683","Liliyana",2016,51,0,FALSE
"59684","Liliyanna",2010,5,0,FALSE
"59685","Lilja",2016,159,0,FALSE
"59686","Lill",1960,11,0,FALSE
"59687","Lilla",2016,4189,0,FALSE
"59688","Lillah",2016,121,0,FALSE
"59689","Lillain",1924,28,0,FALSE
"59690","Lillan",2015,104,0,FALSE
"59691","Lillar",1947,104,0,FALSE
"59692","Lillard",1961,0,540,TRUE
"59693","Lille",2014,130,0,FALSE
"59694","Lillea",2011,6,0,FALSE
"59695","Lilleah",2009,6,0,FALSE
"59696","Lillee",2016,835,0,FALSE
"59697","Lilleeana",2011,5,0,FALSE
"59698","Lilleigh",2016,120,0,FALSE
"59699","Liller",1946,333,0,FALSE
"59700","Lillette",1951,31,0,FALSE
"59701","Lilley",2016,336,0,FALSE
"59702","Lilli",2016,2954,0,FALSE
"59703","Lillia",2016,2191,0,FALSE
"59704","Lilliah",2016,136,0,FALSE
"59705","Lilliahna",2016,86,0,FALSE
"59706","Lilliam",2015,795,0,FALSE
"59707","Lillian",2016,433010,1412,FALSE
"59708","Lilliana",2016,14677,0,FALSE
"59709","Lillianah",2014,78,0,FALSE
"59710","Lilliane",2015,189,0,FALSE
"59711","Lilliangrace",2015,5,0,FALSE
"59712","Lilliani",2016,24,0,FALSE
"59713","Lilliann",2016,859,0,FALSE
"59714","Lillianna",2016,4613,0,FALSE
"59715","Lilliannah",2016,56,0,FALSE
"59716","Lillianne",2016,983,0,FALSE
"59717","Lillianrose",2016,12,0,FALSE
"59718","Lillias",1938,194,0,FALSE
"59719","Lilliauna",2015,103,0,FALSE
"59720","Lilliaunna",2014,11,0,FALSE
"59721","Lillibeth",2016,27,0,FALSE
"59722","Lillie",1969,0,873,TRUE
"59723","Lillie",2016,155163,0,FALSE
"59724","Lillieana",2014,27,0,FALSE
"59725","Lillieann",2016,124,0,FALSE
"59726","Lillieanna",2016,94,0,FALSE
"59727","Lillieanne",2013,24,0,FALSE
"59728","Lilliebell",1923,15,0,FALSE
"59729","Lilliemae",2016,257,0,FALSE
"59730","Lillien",2016,252,0,FALSE
"59731","Lillienne",2016,46,0,FALSE
"59732","Lillion",2016,350,0,FALSE
"59733","Lilliona",2016,102,0,FALSE
"59734","Lillionna",2016,100,0,FALSE
"59735","Lillis",1963,637,0,FALSE
"59736","Lillith",2016,1135,0,FALSE
"59737","Lilliyan",2014,10,0,FALSE
"59738","Lilliyn",2014,5,0,FALSE
"59739","Lilly",2008,0,24,TRUE
"59740","Lilly",2016,53692,0,FALSE
"59741","Lillya",2016,11,0,FALSE
"59742","Lillyah",2013,5,0,FALSE
"59743","Lillyahna",2015,63,0,FALSE
"59744","Lillyan",2016,2142,0,FALSE
"59745","Lillyana",2016,2592,0,FALSE
"59746","Lillyanah",2016,47,0,FALSE
"59747","Lillyann",2016,1842,0,FALSE
"59748","Lillyanna",2016,2441,0,FALSE
"59749","Lillyannah",2014,34,0,FALSE
"59750","Lillyanne",2016,802,0,FALSE
"59751","Lillyauna",2015,81,0,FALSE
"59752","Lillyaunna",2013,11,0,FALSE
"59753","Lillybelle",2015,17,0,FALSE
"59754","Lillybeth",2016,64,0,FALSE
"59755","Lillye",1933,60,0,FALSE
"59756","Lillyen",2014,68,0,FALSE
"59757","Lillyian",2015,78,0,FALSE
"59758","Lillyin",2012,32,0,FALSE
"59759","Lillyjo",2009,5,0,FALSE
"59760","Lillykate",2010,5,0,FALSE
"59761","Lillymae",2016,71,0,FALSE
"59762","Lillymay",2012,5,0,FALSE
"59763","Lillyn",2016,75,0,FALSE
"59764","Lillynn",2012,26,0,FALSE
"59765","Lillyona",2016,137,0,FALSE
"59766","Lillyonna",2016,202,0,FALSE
"59767","Lillyrose",2016,45,0,FALSE
"59768","Lillyth",2016,80,0,FALSE
"59769","Lilo",2016,127,0,FALSE
"59770","Liloa",2012,0,5,TRUE
"59771","Lilou",2016,172,0,FALSE
"59772","Lilton",1985,0,209,TRUE
"59773","Lilu",2016,139,0,FALSE
"59774","Lily",2015,0,140,TRUE
"59775","Lily",2016,136460,0,FALSE
"59776","Lilya",2016,333,0,FALSE
"59777","Lilyah",2014,30,0,FALSE
"59778","Lilyahna",2016,133,0,FALSE
"59779","Lilyan",2016,3894,0,FALSE
"59780","Lilyana",2016,6897,0,FALSE
"59781","Lilyanah",2016,198,0,FALSE
"59782","Lilyane",2010,12,0,FALSE
"59783","Lilyani",2015,26,0,FALSE
"59784","Lilyann",2016,2461,0,FALSE
"59785","Lilyanna",2016,3542,0,FALSE
"59786","Lilyannah",2016,78,0,FALSE
"59787","Lilyanne",2016,1218,0,FALSE
"59788","Lilyauna",2016,109,0,FALSE
"59789","Lilyaunna",2014,5,0,FALSE
"59790","Lilybelle",2016,86,0,FALSE
"59791","Lilybeth",2016,378,0,FALSE
"59792","Lilyen",2013,40,0,FALSE
"59793","Lilygrace",2016,101,0,FALSE
"59794","Lilyian",2015,117,0,FALSE
"59795","Lilyiana",2010,6,0,FALSE
"59796","Lilyin",2011,20,0,FALSE
"59797","Lilykate",2016,43,0,FALSE
"59798","Lilylynn",2007,5,0,FALSE
"59799","Lilymae",2016,108,0,FALSE
"59800","Lilymarie",2015,59,0,FALSE
"59801","Lilymay",2012,5,0,FALSE
"59802","Lilynn",2012,8,0,FALSE
"59803","Lilyona",2016,116,0,FALSE
"59804","Lilyonna",2016,170,0,FALSE
"59805","Lilyrae",2014,6,0,FALSE
"59806","Lilyrose",2016,285,0,FALSE
"59807","Lilyth",2016,184,0,FALSE
"59808","Lim",1934,0,30,TRUE
"59809","Lima",2016,123,0,FALSE
"59810","Limairy",1994,7,0,FALSE
"59811","Limayri",1994,16,0,FALSE
"59812","Limmie",1926,33,0,FALSE
"59813","Limmie",1974,0,295,TRUE
"59814","Limon",1947,0,10,TRUE
"59815","Limor",1992,28,0,FALSE
"59816","Limuel",1963,0,104,TRUE
"59817","Lin",2016,969,838,FALSE
"59818","Lina",1985,0,5,TRUE
"59819","Lina",2016,15394,0,FALSE
"59820","Linae",2004,42,0,FALSE
"59821","Linah",2016,61,0,FALSE
"59822","Linard",1984,0,235,TRUE
"59823","Linas",1971,0,117,TRUE
"59824","Linay",1998,5,0,FALSE
"59825","Linaya",2015,58,0,FALSE
"59826","Linayah",2016,17,0,FALSE
"59827","Linc",1995,0,166,TRUE
"59828","Lincey",2007,11,0,FALSE
"59829","Lincoln",2016,759,48194,TRUE
"59830","Lincon",2014,0,67,TRUE
"59831","Lincy",2016,143,0,FALSE
"59832","Lind",1961,0,29,TRUE
"59833","Lind",1972,90,0,FALSE
"59834","Linda",1994,0,3757,TRUE
"59835","Linda",2016,1451809,0,FALSE
"59836","Lindaa",1954,5,0,FALSE
"59837","Lindaann",1964,79,0,FALSE
"59838","Lindajean",1953,18,0,FALSE
"59839","Lindajo",1952,20,0,FALSE
"59840","Lindal",1942,5,0,FALSE
"59841","Lindal",1960,0,30,TRUE
"59842","Lindale",1992,0,11,TRUE
"59843","Lindalee",1973,340,0,FALSE
"59844","Lindall",1957,0,10,TRUE
"59845","Lindalou",1955,85,0,FALSE
"59846","Lindamaria",1986,5,0,FALSE
"59847","Lindamarie",2008,63,0,FALSE
"59848","Lindan",2015,0,31,TRUE
"59849","Lindarose",2016,5,0,FALSE
"59850","Lindasue",1949,18,0,FALSE
"59851","Lindasy",1988,27,0,FALSE
"59852","Linday",1992,133,0,FALSE
"59853","Lindberg",1964,0,231,TRUE
"59854","Lindbergh",1987,0,477,TRUE
"59855","Lindburg",1932,0,32,TRUE
"59856","Lindburgh",1936,0,48,TRUE
"59857","Linde",2012,442,0,FALSE
"59858","Lindee",2016,385,0,FALSE
"59859","Lindel",1951,16,0,FALSE
"59860","Lindel",1986,0,340,TRUE
"59861","Lindell",1974,357,0,FALSE
"59862","Lindell",2016,0,2405,TRUE
"59863","Lindella",1962,5,0,FALSE
"59864","Linden",2016,1298,3135,TRUE
"59865","Linder",1949,0,12,TRUE
"59866","Linder",1965,302,0,FALSE
"59867","Lindey",2010,209,0,FALSE
"59868","Lindi",2016,1071,0,FALSE
"59869","Lindia",1990,438,0,FALSE
"59870","Lindie",2013,370,0,FALSE
"59871","Lindita",1998,40,0,FALSE
"59872","Lindiwe",1973,6,0,FALSE
"59873","Lindle",1953,0,53,TRUE
"59874","Lindley",1989,0,627,TRUE
"59875","Lindley",2016,816,0,FALSE
"59876","Lindly",1990,5,0,FALSE
"59877","Lindo",1959,0,57,TRUE
"59878","Lindol",1935,0,6,TRUE
"59879","Lindola",1940,13,0,FALSE
"59880","Lindon",2016,0,1117,TRUE
"59881","Lindora",1966,85,0,FALSE
"59882","Lindra",1953,6,0,FALSE
"59883","Lindsae",1987,17,0,FALSE
"59884","Lindsay",2015,0,5124,TRUE
"59885","Lindsay",2016,129153,0,FALSE
"59886","Lindse",1988,10,0,FALSE
"59887","Lindsea",2001,70,0,FALSE
"59888","Lindsee",2006,257,0,FALSE
"59889","Lindsey",2016,155477,7694,FALSE
"59890","Lindsi",2014,776,0,FALSE
"59891","Lindsie",2011,969,0,FALSE
"59892","Lindsley",1956,0,15,TRUE
"59893","Lindsley",1987,15,0,FALSE
"59894","Lindsy",1919,0,5,TRUE
"59895","Lindsy",2016,2115,0,FALSE
"59896","Lindwood",1957,0,69,TRUE
"59897","Lindy",2012,0,1777,TRUE
"59898","Lindy",2016,8146,0,FALSE
"59899","Lindyn",2016,100,0,FALSE
"59900","Lindzee",2008,97,0,FALSE
"59901","Lindzey",2014,264,0,FALSE
"59902","Lindzi",2012,46,0,FALSE
"59903","Lindzie",2009,144,0,FALSE
"59904","Lindzy",2011,204,0,FALSE
"59905","Linea",2011,165,0,FALSE
"59906","Linell",1981,293,0,FALSE
"59907","Linell",1990,0,159,TRUE
"59908","Linelle",1978,51,0,FALSE
"59909","Linen",2013,5,0,FALSE
"59910","Linesha",1995,6,0,FALSE
"59911","Linet",2011,69,0,FALSE
"59912","Lineth",2016,135,0,FALSE
"59913","Linett",2012,37,0,FALSE
"59914","Linetta",1979,114,0,FALSE
"59915","Linette",2016,4190,0,FALSE
"59916","Linford",2013,0,774,TRUE
"59917","Ling",1991,0,18,TRUE
"59918","Ling",2016,183,0,FALSE
"59919","Lingxi",2016,10,0,FALSE
"59920","Lingyi",2014,6,0,FALSE
"59921","Linh",1995,0,213,TRUE
"59922","Linh",2016,1397,0,FALSE
"59923","Linhchi",1993,5,0,FALSE
"59924","Linie",1915,5,0,FALSE
"59925","Linita",1966,34,0,FALSE
"59926","Liniyah",2009,5,0,FALSE
"59927","Link",2016,0,1322,TRUE
"59928","Linken",2016,0,258,TRUE
"59929","Linkin",2016,0,1033,TRUE
"59930","Linkoln",2016,0,283,TRUE
"59931","Linkon",2016,0,165,TRUE
"59932","Linkyn",2016,28,122,TRUE
"59933","Linlee",2016,87,0,FALSE
"59934","Linleigh",2016,34,0,FALSE
"59935","Linley",1965,0,84,TRUE
"59936","Linley",2016,1040,0,FALSE
"59937","Linly",1992,5,0,FALSE
"59938","Linn",1989,0,1448,TRUE
"59939","Linn",2003,837,0,FALSE
"59940","Linna",2016,817,0,FALSE
"59941","Linnae",2013,295,0,FALSE
"59942","Linnaea",2016,143,0,FALSE
"59943","Linnard",1972,0,5,TRUE
"59944","Linnda",1960,5,0,FALSE
"59945","Linne",1964,29,0,FALSE
"59946","Linnea",2016,8679,0,FALSE
"59947","Linneah",2014,6,0,FALSE
"59948","Linnell",1990,0,59,TRUE
"59949","Linnell",1995,86,0,FALSE
"59950","Linnet",2007,135,0,FALSE
"59951","Linnett",1968,10,0,FALSE
"59952","Linnetta",1970,15,0,FALSE
"59953","Linnette",2015,1132,0,FALSE
"59954","Linnie",1989,0,711,TRUE
"59955","Linnie",2015,7893,0,FALSE
"59956","Linnis",1951,0,5,TRUE
"59957","Linny",1965,0,6,TRUE
"59958","Linnzi",1982,17,0,FALSE
"59959","Lino",2015,6,0,FALSE
"59960","Lino",2016,0,3721,TRUE
"59961","Linora",2016,18,0,FALSE
"59962","Linoshka",1992,6,0,FALSE
"59963","Linoy",2009,13,0,FALSE
"59964","Linsay",2015,673,0,FALSE
"59965","Linsday",1985,6,0,FALSE
"59966","Linsdey",1989,19,0,FALSE
"59967","Linsee",1989,11,0,FALSE
"59968","Linsey",1996,0,240,TRUE
"59969","Linsey",2016,5039,0,FALSE
"59970","Linsi",2009,77,0,FALSE
"59971","Linsie",2007,123,0,FALSE
"59972","Linsley",1956,0,5,TRUE
"59973","Linson",2016,0,10,TRUE
"59974","Linsy",2016,251,0,FALSE
"59975","Linton",2016,0,2332,TRUE
"59976","Linus",2016,0,4224,TRUE
"59977","Linux",2016,5,27,TRUE
"59978","Linvel",1939,0,33,TRUE
"59979","Linville",1980,0,407,TRUE
"59980","Linward",1959,0,59,TRUE
"59981","Linwood",1930,5,0,FALSE
"59982","Linwood",2016,0,12693,TRUE
"59983","Linza",1914,0,5,TRUE
"59984","Linze",1991,17,0,FALSE
"59985","Linzee",2014,290,0,FALSE
"59986","Linzell",1954,0,5,TRUE
"59987","Linzey",1945,0,16,TRUE
"59988","Linzey",2015,325,0,FALSE
"59989","Linzi",2015,557,0,FALSE
"59990","Linzie",1995,0,338,TRUE
"59991","Linzie",2015,551,0,FALSE
"59992","Linzy",1993,0,565,TRUE
"59993","Linzy",2016,916,0,FALSE
"59994","Lio",2016,0,116,TRUE
"59995","Liola",1919,6,0,FALSE
"59996","Lion",2016,0,159,TRUE
"59997","Liona",2016,116,0,FALSE
"59998","Lional",1985,0,100,TRUE
"59999","Lionardo",2016,0,130,TRUE
"60000","Lionel",1986,44,0,FALSE
"60001","Lionel",2016,0,29670,TRUE
"60002","Lionela",2003,17,0,FALSE
"60003","Lionell",2016,0,1586,TRUE
"60004","Lionna",2013,10,0,FALSE
"60005","Lionor",1941,22,0,FALSE
"60006","Lionso",2001,0,11,TRUE
"60007","Lior",2015,203,0,FALSE
"60008","Lior",2016,0,423,TRUE
"60009","Liora",2016,702,0,FALSE
"60010","Lipa",2016,0,772,TRUE
"60011","Lipman",2010,0,6,TRUE
"60012","Lira",2016,153,0,FALSE
"60013","Liran",2010,0,28,TRUE
"60014","Liria",1973,17,0,FALSE
"60015","Liridon",2015,0,44,TRUE
"60016","Liridona",1999,73,0,FALSE
"60017","Liriel",2016,19,0,FALSE
"60018","Lirije",1984,5,0,FALSE
"60019","Lirim",2000,0,6,TRUE
"60020","Lirio",2016,114,0,FALSE
"60021","Liron",2009,38,0,FALSE
